REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2015,Canada,50 to 64 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,1865000
2015,Canada,50 to 64 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,628700
2015,Canada,50 to 64 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,747400
2015,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,1478300
2015,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,1645400
2015,Canada,50 to 64 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,1172400
2015,Canada,50 to 64 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,1324600
2015,Canada,50 to 64 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,1317400
2015,Canada,50 to 64 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,1483700
2015,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,3968300
2015,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,4189100
2015,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2015,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2015,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2015,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2015,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,2104900
2015,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,2291200
2015,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4739200
2015,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4955500
2015,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,6615800
2015,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6748000
2015,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6391200
2015,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6534400
2015,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,5526900
2015,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,5722600
2015,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,2632300
2015,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,2832700
2015,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2015,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,2506400
2015,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,2653300
2015,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,1077400
2015,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,1196800
2015,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,3475800
2015,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,3619700
2015,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,222100
2015,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,279000
2015,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,598400
2015,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,700000
2015,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,1897700
2015,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2033700
2015,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,1273000
2015,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,1389500
2015,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,2565800
2015,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,2710000
2015,Canada,65 years and over,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,913400
2015,Canada,65 years and over,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,1028100
2015,Canada,65 years and over,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,397900
2015,Canada,65 years and over,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,478100
2015,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,375300
2015,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,447300
2015,Canada,65 years and over,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,2373400
2015,Canada,65 years and over,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,2517100
2015,Canada,65 years and over,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,301000
2015,Canada,65 years and over,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,366600
2015,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,488800
2015,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,577600
2015,Canada,65 years and over,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,391700
2015,Canada,65 years and over,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,472500
2015,Canada,65 years and over,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,329300
2015,Canada,65 years and over,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,397600
2015,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,2067200
2015,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,2207600
2015,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2015,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2015,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2015,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2015,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,1431600
2015,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,1566200
2015,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,3568500
2015,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,3714800
2015,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,4382900
2015,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,4502900
2015,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,5030800
